id,account_id,related_transaction_id,type_code,date,amount,created_at,updated_at,card_id,status
f277ccbb-f7ea-44ac-b990-0a1f66e00140,e8ab063e-9ef5-48f5-a288-333333333333,NULL,EXPENSE,2017-12-20 01:53:54,2759498.28,2017-12-10 08:51:51,2017-12-10 19:40:57,SND-2211-5555,ACTIVE
6d6d88c8-9e46-423d-9120-753ee22701fc,e8ab063e-9ef5-48f5-a288-333333333333,NULL,EXPENSE,2017-12-18 13:41:28,4710627,2017-12-21 12:15:44,2017-12-06 04:08:54,SND-2211-5555,ACTIVE
b6fce81d-8ed1-4ab8-831f-98349ac69099,e8ab063e-9ef5-48f5-a288-222222222222,NULL,PAYMENT,2017-12-10 08:58:50,3380931.88,2017-12-08 10:02:49,2017-12-12 08:44:38,SND-2211-5555,ACTIVE
eaaa68a8-7144-4c34-a111-4531737ff0a7,e8ab063e-9ef5-48f5-a288-333333333333,NULL,REFUND,2017-12-26 23:00:58,2362598.22,2017-12-19 09:38:27,2017-12-01 15:03:45,SND-2211-3333,ACTIVE
ca49ec35-9a6d-4027-a93c-9c05a909c46c,e8ab063e-9ef5-48f5-a288-444444444444,NULL,REFUND,2017-12-16 20:12:35,2269189.28,2017-12-26 20:45:01,2017-12-26 08:16:39,SND-2211-4444,ACTIVE
2f993192-08af-4954-9090-7cd84f27c042,e8ab063e-9ef5-48f5-a288-111111111111,NULL,EXPENSE,2017-12-01 04:37:55,682722.1,2017-12-03 16:47:19,2017-12-21 16:56:50,SND-2211-2222,ACTIVE
78874a73-f569-4bf3-b33e-bff791679d7f,e8ab063e-9ef5-48f5-a288-222222222222,NULL,EXPENSE,2017-12-17 21:35:30,828419.47,2017-12-09 12:07:53,2017-12-15 02:15:25,SND-2211-1111,ACTIVE
dd80d756-3aa0-4910-a1c1-c31e0cdc25ce,e8ab063e-9ef5-48f5-a288-111111111111,NULL,REFUND,2017-12-11 04:25:57,604987.18,2017-12-17 08:31:14,2017-12-03 22:52:35,SND-2211-2222,ACTIVE
13ddb62a-24c6-49cc-89bd-c82e9b29fda6,e8ab063e-9ef5-48f5-a288-222222222222,NULL,EXPENSE,2017-12-29 20:06:15,4457071,2017-12-20 11:50:37,2017-12-20 17:01:51,SND-2211-4444,ACTIVE
fc768567-4d5f-4767-b344-7fe3ea6635cb,e8ab063e-9ef5-48f5-a288-222222222222,NULL,REFUND,2017-12-18 13:51:58,4174961.15,2017-12-20 03:38:51,2017-12-15 19:04:59,SND-2211-3333,ACTIVE
5d23451a-8477-4a04-9f63-da0c151cb3aa,e8ab063e-9ef5-48f5-a288-111111111111,NULL,REFUND,2017-12-05 14:05:11,327520.01,2017-12-27 23:19:30,2017-12-19 10:53:20,SND-2211-4444,ACTIVE
e6758c00-8a3e-4cf0-a943-9a1a00b0caae,e8ab063e-9ef5-48f5-a288-111111111111,NULL,PAYMENT,2017-12-24 00:53:50,4136165,2017-12-03 06:34:57,2017-12-30 11:30:33,SND-2211-1111,ACTIVE
c1ac95da-1200-457d-a421-7292897c0521,e8ab063e-9ef5-48f5-a288-111111111111,NULL,PAYMENT,2017-12-14 22:08:42,2258655,2017-12-10 03:42:28,2017-12-19 15:50:53,SND-2211-2222,ACTIVE
a7bc43ef-7bdb-47d7-9d42-22a320a8e2eb,e8ab063e-9ef5-48f5-a288-111111111111,NULL,DEPOSIT,2017-12-25 07:08:53,2234842,2017-12-03 10:32:24,2017-12-20 14:22:49,SND-2211-5555,ACTIVE
097ac2a8-249c-4d19-81c7-c14736dc1e30,e8ab063e-9ef5-48f5-a288-333333333333,NULL,PAYMENT,2017-12-27 04:01:20,2243272.7,2017-12-01 09:12:54,2017-12-25 21:16:23,SND-2211-4444,ACTIVE
d958b7d0-13ba-4fdf-be21-483ad7e4cf73,e8ab063e-9ef5-48f5-a288-111111111111,NULL,REFUND,2017-12-06 14:15:13,3268530,2017-12-10 18:38:48,2017-12-06 05:39:03,SND-2211-1111,ACTIVE
79e737fd-2155-4816-88e4-cfbb4124bb07,e8ab063e-9ef5-48f5-a288-111111111111,NULL,PAYMENT,2017-12-08 05:28:02,1818420,2017-12-02 05:31:53,2017-12-06 23:39:39,SND-2211-1111,ACTIVE
e5a19e94-5e55-43a5-89e2-7bd4bcf42f67,e8ab063e-9ef5-48f5-a288-111111111111,NULL,DEPOSIT,2017-12-24 13:02:10,655243.49,2017-12-22 03:21:38,2017-12-04 23:04:39,SND-2211-4444,ACTIVE
22a9c6c9-a8e6-4aa3-b9d4-420da456cd0e,e8ab063e-9ef5-48f5-a288-333333333333,NULL,DEPOSIT,2017-12-10 16:38:06,2474353.03,2017-12-06 07:15:50,2017-12-05 17:16:12,SND-2211-1111,ACTIVE
e33be617-2124-4d23-b000-5c5b57b26070,e8ab063e-9ef5-48f5-a288-111111111111,NULL,PAYMENT,2017-12-28 22:57:46,3754716.49,2017-12-24 23:45:04,2017-12-25 03:31:41,SND-2211-5555,ACTIVE
883f02d4-d9ab-4e5f-a0c5-269d9bd1898f,e8ab063e-9ef5-48f5-a288-333333333333,NULL,PAYMENT,2017-12-23 14:12:23,1572998.91,2017-12-24 22:45:11,2017-12-14 02:31:33,SND-2211-4444,ACTIVE
59469e3c-4cdd-47b1-9844-5321ac279c84,e8ab063e-9ef5-48f5-a288-333333333333,NULL,EXPENSE,2017-12-03 02:20:34,1263355.36,2017-12-13 06:44:13,2017-12-15 07:30:52,SND-2211-6666,ACTIVE
9dcd83f5-35db-4fb6-9e99-9fe5f2387f1b,e8ab063e-9ef5-48f5-a288-222222222222,NULL,DEPOSIT,2017-12-25 14:45:21,1933346,2017-12-05 07:11:58,2017-12-14 10:09:43,SND-2211-5555,ACTIVE
65ad6b95-668b-4665-8ed7-1cc41f5c23f9,e8ab063e-9ef5-48f5-a288-111111111111,NULL,DEPOSIT,2017-12-24 11:08:41,2469324.8,2017-12-24 22:19:16,2017-12-04 17:45:44,SND-2211-2222,ACTIVE
3480f892-8be3-4c6f-a129-532837d84534,e8ab063e-9ef5-48f5-a288-444444444444,NULL,EXPENSE,2017-12-04 03:42:35,1061398.88,2017-12-20 11:30:27,2017-12-27 13:26:04,SND-2211-3333,ACTIVE
bcbf60aa-e3e8-4926-958d-50ecac518584,e8ab063e-9ef5-48f5-a288-444444444444,NULL,REFUND,2017-12-11 23:41:00,4029426.62,2017-12-04 16:01:59,2017-12-13 15:10:19,SND-2211-6666,ACTIVE
69c972a8-24e9-47f8-807a-614609a69558,e8ab063e-9ef5-48f5-a288-222222222222,NULL,REFUND,2017-12-04 08:34:07,2799927.07,2017-12-11 07:47:06,2017-12-11 08:13:37,SND-2211-4444,ACTIVE
0d935b8d-2e16-4e28-981e-9c61ceb5e765,e8ab063e-9ef5-48f5-a288-444444444444,NULL,EXPENSE,2017-12-25 06:45:48,4613030.62,2017-12-10 06:06:12,2017-12-19 16:03:28,SND-2211-1111,ACTIVE
bfd44e17-cd10-4df0-85cb-b26dd7c738eb,e8ab063e-9ef5-48f5-a288-444444444444,NULL,EXPENSE,2017-12-28 19:51:23,2560853.25,2017-12-08 18:47:49,2017-12-29 19:04:34,SND-2211-4444,ACTIVE
3ca738e1-66a1-4a68-9d75-b26efc55cbec,e8ab063e-9ef5-48f5-a288-222222222222,NULL,REFUND,2017-12-23 04:12:31,4883157.7,2017-12-07 21:33:07,2017-12-05 12:27:09,SND-2211-1111,ACTIVE
b0525d2a-6d52-4a83-9e7a-d572ac379c80,e8ab063e-9ef5-48f5-a288-333333333333,NULL,PAYMENT,2017-12-12 05:43:12,2147336.35,2017-12-07 22:15:59,2017-12-17 07:27:06,SND-2211-4444,ACTIVE
4c0555df-4657-4751-bca4-61e588ce3028,e8ab063e-9ef5-48f5-a288-111111111111,NULL,PAYMENT,2017-12-20 11:20:49,3984621,2017-12-16 01:42:19,2017-12-09 03:13:16,SND-2211-5555,ACTIVE
352503b9-087a-4091-9c65-7c70e28708bf,e8ab063e-9ef5-48f5-a288-444444444444,NULL,REFUND,2017-12-12 06:40:16,278387.01,2017-12-24 05:41:01,2017-12-03 10:33:37,SND-2211-1111,ACTIVE
c3e040e8-9295-482d-bf4c-a71a71041289,e8ab063e-9ef5-48f5-a288-444444444444,NULL,REFUND,2017-12-20 10:56:59,3277263.27,2017-12-13 22:44:10,2017-12-09 01:36:43,SND-2211-6666,ACTIVE
41f61992-7716-4ca0-8b67-fb56f94a37a7,e8ab063e-9ef5-48f5-a288-222222222222,NULL,PAYMENT,2017-12-28 13:46:48,3101328,2017-12-05 00:01:31,2017-12-04 12:10:26,SND-2211-3333,ACTIVE
81319482-a687-47d0-bbe9-2a8a7fe93de4,e8ab063e-9ef5-48f5-a288-444444444444,NULL,PAYMENT,2017-12-12 12:02:48,2921911.99,2017-12-09 05:37:54,2017-12-12 02:30:34,SND-2211-6666,ACTIVE
48089540-ba2e-4d30-aeeb-4152c339bf3a,e8ab063e-9ef5-48f5-a288-111111111111,NULL,DEPOSIT,2017-12-11 21:20:06,4515287,2017-12-04 07:36:33,2017-12-25 10:11:50,SND-2211-1111,ACTIVE
4a0165c9-65db-4072-880f-2affd9008fe9,e8ab063e-9ef5-48f5-a288-333333333333,NULL,DEPOSIT,2017-12-22 01:24:03,4816520,2017-12-14 20:41:59,2017-12-22 05:54:57,SND-2211-1111,ACTIVE
5f414792-ed50-473b-af62-66288ea458b6,e8ab063e-9ef5-48f5-a288-333333333333,NULL,DEPOSIT,2017-12-20 21:54:41,1004988.29,2017-12-03 06:13:42,2017-12-20 11:27:51,SND-2211-2222,ACTIVE
9e165ac5-8f78-4dac-95d8-750910a0e142,e8ab063e-9ef5-48f5-a288-444444444444,NULL,DEPOSIT,2017-12-02 08:17:51,2512554.81,2017-12-16 16:54:26,2017-12-11 07:35:50,SND-2211-3333,ACTIVE
f266bff5-f774-4e71-821e-a76f6db227b3,e8ab063e-9ef5-48f5-a288-222222222222,NULL,PAYMENT,2017-12-17 13:12:38,1205212.93,2017-12-24 00:24:05,2017-12-25 17:31:37,SND-2211-5555,ACTIVE
72afb846-dc04-432c-aef2-183f6d4ef757,e8ab063e-9ef5-48f5-a288-111111111111,NULL,EXPENSE,2017-12-13 04:42:43,2129292.9,2017-12-16 00:45:52,2017-12-13 18:43:43,SND-2211-2222,ACTIVE
a8f3db0a-4c68-4dfd-9209-0690753461f9,e8ab063e-9ef5-48f5-a288-111111111111,NULL,REFUND,2017-12-08 16:06:56,3018351.8,2017-12-22 12:01:09,2017-12-17 06:25:52,SND-2211-4444,ACTIVE
6710ce62-c528-45e2-abd5-92024cc763bb,e8ab063e-9ef5-48f5-a288-444444444444,NULL,REFUND,2017-12-30 20:40:55,4747712.83,2017-12-01 06:05:51,2017-12-27 18:17:03,SND-2211-1111,ACTIVE
dca74339-089e-46cf-8007-9ffa2e240f53,e8ab063e-9ef5-48f5-a288-111111111111,NULL,REFUND,2017-12-16 23:28:35,166304.49,2017-12-09 08:30:01,2017-12-14 00:12:11,SND-2211-4444,ACTIVE
3ece41d7-151e-4bcc-8400-fb3bfabef7ab,e8ab063e-9ef5-48f5-a288-111111111111,NULL,EXPENSE,2017-12-17 14:45:56,2917629.62,2017-12-23 17:24:34,2017-12-09 22:17:10,SND-2211-5555,ACTIVE
b5951694-5281-493d-9988-84c428373193,e8ab063e-9ef5-48f5-a288-222222222222,NULL,REFUND,2017-12-03 07:14:14,3928494,2017-12-11 23:19:26,2017-12-05 13:49:59,SND-2211-5555,ACTIVE
a7bb4548-9e2a-4593-931d-215b9dcd2e5d,e8ab063e-9ef5-48f5-a288-222222222222,NULL,EXPENSE,2017-12-16 11:14:44,3425499.91,2017-12-27 03:32:50,2017-12-26 22:30:06,SND-2211-5555,ACTIVE
44c37923-90d9-4147-b51c-f8285e4e6e24,e8ab063e-9ef5-48f5-a288-333333333333,NULL,DEPOSIT,2017-12-05 04:16:48,952522.19,2017-12-22 20:41:21,2017-12-09 03:16:39,SND-2211-4444,ACTIVE
b30365bf-50c0-4afa-bc81-f656885114fa,e8ab063e-9ef5-48f5-a288-111111111111,NULL,PAYMENT,2017-12-07 05:16:04,1583799.01,2017-12-22 09:08:41,2017-12-26 03:23:12,SND-2211-1111,ACTIVE
66ec3ed8-19b1-40ce-9df6-331d58001dd5,e8ab063e-9ef5-48f5-a288-444444444444,NULL,PAYMENT,2017-12-21 16:15:15,3300636,2017-12-14 15:43:29,2017-12-22 21:27:01,SND-2211-3333,ACTIVE
31786918-8893-479e-b962-f785de2f26f9,e8ab063e-9ef5-48f5-a288-333333333333,NULL,EXPENSE,2017-12-30 05:55:14,2959675.7,2017-12-19 21:37:27,2017-12-16 23:28:24,SND-2211-2222,ACTIVE
e1649bca-32e8-4f54-8cc9-9906144e7042,e8ab063e-9ef5-48f5-a288-333333333333,NULL,PAYMENT,2017-12-07 19:40:26,36919.02,2017-12-29 05:16:10,2017-12-17 05:54:06,SND-2211-5555,ACTIVE
35156f8c-10ca-420d-b10c-934b4f6b330b,e8ab063e-9ef5-48f5-a288-111111111111,NULL,PAYMENT,2017-12-12 12:29:42,1142548.4,2017-12-13 07:12:21,2017-12-25 17:08:00,SND-2211-6666,ACTIVE
00ef4786-d2fe-4bff-9143-127480d2e543,e8ab063e-9ef5-48f5-a288-222222222222,NULL,DEPOSIT,2017-12-10 14:32:51,180711.13,2017-12-27 11:09:08,2017-12-21 02:35:16,SND-2211-3333,ACTIVE
c4c70912-b708-4254-980e-a1d7455991d3,e8ab063e-9ef5-48f5-a288-444444444444,NULL,EXPENSE,2017-12-23 08:30:05,4027540,2017-12-05 19:35:45,2017-12-12 05:08:56,SND-2211-5555,ACTIVE
6bc32e73-b30b-42eb-889a-df62c43fbf8a,e8ab063e-9ef5-48f5-a288-222222222222,NULL,DEPOSIT,2017-12-24 04:11:02,365876.35,2017-12-22 07:58:18,2017-12-28 06:38:55,SND-2211-6666,ACTIVE
12453911-e979-4499-a6b4-79c7e8f18d47,e8ab063e-9ef5-48f5-a288-444444444444,NULL,REFUND,2017-12-18 08:15:45,1045838.64,2017-12-07 20:57:35,2017-12-19 18:15:42,SND-2211-4444,ACTIVE
665e6894-d984-4a0b-84b4-e71fe9c51fd9,e8ab063e-9ef5-48f5-a288-111111111111,NULL,DEPOSIT,2017-12-24 00:14:42,4471737.45,2017-12-09 15:33:22,2017-12-01 05:20:17,SND-2211-2222,ACTIVE
f1346458-f83b-4f88-8390-cf2be289bd72,e8ab063e-9ef5-48f5-a288-222222222222,NULL,EXPENSE,2017-12-22 14:17:10,286016.35,2017-12-01 02:10:53,2017-12-25 03:26:48,SND-2211-2222,ACTIVE
bae7019d-9ff2-4027-add5-674123d1b280,e8ab063e-9ef5-48f5-a288-222222222222,NULL,PAYMENT,2017-12-10 02:46:31,2816665.18,2017-12-28 12:45:34,2017-12-03 07:02:29,SND-2211-6666,ACTIVE
4888551a-23e2-4575-966d-94883d7e4422,e8ab063e-9ef5-48f5-a288-111111111111,NULL,DEPOSIT,2017-12-11 19:04:18,2064716.36,2017-12-29 19:11:15,2017-12-18 02:52:06,SND-2211-1111,ACTIVE
041c2560-abac-48ff-9477-a6704eb469cd,e8ab063e-9ef5-48f5-a288-333333333333,NULL,REFUND,2017-12-24 22:38:22,1171698.26,2017-12-12 22:46:38,2017-12-29 19:15:44,SND-2211-6666,ACTIVE
da6978d4-a854-42c0-9eae-4ab1c134b01b,e8ab063e-9ef5-48f5-a288-111111111111,NULL,EXPENSE,2017-12-14 16:33:49,711716.61,2017-12-24 04:43:22,2017-12-03 10:47:29,SND-2211-5555,ACTIVE
253f01d6-1c17-4302-a8ca-820c37dbe956,e8ab063e-9ef5-48f5-a288-111111111111,NULL,REFUND,2017-12-28 20:45:03,4701423.75,2017-12-06 07:59:13,2017-12-15 10:54:30,SND-2211-5555,ACTIVE
2988b125-881f-46cf-bf76-05ea680edfe3,e8ab063e-9ef5-48f5-a288-222222222222,NULL,DEPOSIT,2017-12-02 10:27:54,4586722,2017-12-18 00:35:49,2017-12-20 09:18:33,SND-2211-1111,ACTIVE
739cdd76-a7f4-41d0-98d3-31ea50254837,e8ab063e-9ef5-48f5-a288-222222222222,NULL,PAYMENT,2017-12-29 06:37:30,3091626.13,2017-12-25 18:12:17,2017-12-26 20:25:20,SND-2211-3333,ACTIVE
5e5f0610-ede2-43a2-828a-482e52521508,e8ab063e-9ef5-48f5-a288-333333333333,NULL,PAYMENT,2017-12-03 15:00:38,1685000.85,2017-12-25 07:39:24,2017-12-04 22:20:50,SND-2211-3333,ACTIVE
6dffe91f-e2ae-421a-9e29-8fc5b2677616,e8ab063e-9ef5-48f5-a288-444444444444,NULL,PAYMENT,2017-12-15 03:40:49,4685865,2017-12-30 04:48:48,2017-12-07 15:27:52,SND-2211-4444,ACTIVE
c0995f5b-24e1-45d0-906a-8722eea4a0d4,e8ab063e-9ef5-48f5-a288-222222222222,NULL,DEPOSIT,2017-12-04 04:23:59,1705919,2017-12-15 08:46:25,2017-12-04 10:57:50,SND-2211-6666,ACTIVE
2aedae70-f2bf-4280-9394-47fad8bd6f41,e8ab063e-9ef5-48f5-a288-111111111111,NULL,REFUND,2017-12-27 06:09:46,1543380.82,2017-12-18 07:39:36,2017-12-06 15:27:32,SND-2211-6666,ACTIVE
be7e3814-c1e0-4cc3-a45b-ae957a52a9ca,e8ab063e-9ef5-48f5-a288-333333333333,NULL,REFUND,2017-12-01 19:33:34,28704.64,2017-12-05 02:36:45,2017-12-19 20:47:45,SND-2211-5555,ACTIVE
f0f0365d-e2b5-43fa-b2a0-49bf1ba997cd,e8ab063e-9ef5-48f5-a288-222222222222,NULL,PAYMENT,2017-12-19 07:47:19,2099016.76,2017-12-14 23:50:27,2017-12-25 06:47:10,SND-2211-6666,ACTIVE
415956cc-6f80-4bdf-8482-098173072b71,e8ab063e-9ef5-48f5-a288-444444444444,NULL,REFUND,2017-12-14 16:46:45,2108781.04,2017-12-23 12:40:39,2017-12-26 10:36:37,SND-2211-4444,ACTIVE
9fa45e86-c847-4154-bb3d-225f20d947be,e8ab063e-9ef5-48f5-a288-111111111111,NULL,PAYMENT,2017-12-21 21:47:33,4178922.08,2017-12-29 13:47:54,2017-12-30 21:36:21,SND-2211-4444,ACTIVE
3bbda9f4-78c5-4b0d-bae4-12060fb2f27a,e8ab063e-9ef5-48f5-a288-333333333333,NULL,DEPOSIT,2017-12-24 22:58:47,1445522.82,2017-12-23 21:58:17,2017-12-25 22:34:50,SND-2211-3333,ACTIVE
56b9a144-d3df-4027-b1a1-2b045e68d7c8,e8ab063e-9ef5-48f5-a288-111111111111,NULL,REFUND,2017-12-16 09:05:13,3204435.63,2017-12-06 21:47:41,2017-12-29 10:59:06,SND-2211-6666,ACTIVE
00ed6836-9deb-4656-ae19-aa316209e63c,e8ab063e-9ef5-48f5-a288-333333333333,NULL,DEPOSIT,2017-12-18 20:09:57,2543026.49,2017-12-02 19:36:24,2017-12-24 05:35:38,SND-2211-2222,ACTIVE
68d43745-c2ab-4dad-8a1f-08f6ac1a2acb,e8ab063e-9ef5-48f5-a288-333333333333,NULL,PAYMENT,2017-12-20 12:27:44,4750598.48,2017-12-09 14:16:46,2017-12-03 21:59:27,SND-2211-5555,ACTIVE
8774bbb4-6b89-4c12-a3e2-9dacf6d1889e,e8ab063e-9ef5-48f5-a288-222222222222,NULL,DEPOSIT,2017-12-06 03:51:49,2297411.92,2017-12-27 04:56:15,2017-12-07 10:52:49,SND-2211-5555,ACTIVE
54eae60c-d247-415f-9fcb-ef2c7eb08e6c,e8ab063e-9ef5-48f5-a288-111111111111,NULL,EXPENSE,2017-12-05 13:18:43,4218840,2017-12-25 00:34:34,2017-12-09 00:50:35,SND-2211-6666,ACTIVE
b1a72e61-4ffb-4805-b940-057d016f3134,e8ab063e-9ef5-48f5-a288-333333333333,NULL,REFUND,2017-12-06 12:38:55,353304.49,2017-12-28 23:40:56,2017-12-01 01:29:09,SND-2211-6666,ACTIVE
2fa7918d-c03f-4bd0-abd5-0a6ea655eaea,e8ab063e-9ef5-48f5-a288-333333333333,NULL,REFUND,2017-12-18 09:02:57,992435,2017-12-26 18:15:20,2017-12-22 11:24:13,SND-2211-2222,ACTIVE
625ebca5-172e-4d1a-98ad-f9ba07ed1a73,e8ab063e-9ef5-48f5-a288-222222222222,NULL,PAYMENT,2017-12-19 23:33:59,1608017.17,2017-12-22 17:09:15,2017-12-25 01:06:35,SND-2211-5555,ACTIVE
77fff6f8-b8a4-44fe-b566-012b4e14bf4d,e8ab063e-9ef5-48f5-a288-444444444444,NULL,PAYMENT,2017-12-28 09:59:05,499945.75,2017-12-28 05:05:59,2017-12-14 07:03:29,SND-2211-3333,ACTIVE
688ae227-18e3-45b1-a253-8e441e1612ce,e8ab063e-9ef5-48f5-a288-111111111111,NULL,PAYMENT,2017-12-09 10:19:39,3442206,2017-12-25 12:56:52,2017-12-29 19:04:25,SND-2211-2222,ACTIVE
d05e5b2b-f1f8-437b-a05c-f8af5d5d00d3,e8ab063e-9ef5-48f5-a288-222222222222,NULL,PAYMENT,2017-12-14 13:54:57,4010243,2017-12-17 00:46:58,2017-12-08 03:11:08,SND-2211-1111,ACTIVE
06bfdfa8-d7ff-4f9e-bdc3-b6b89d2a6a96,e8ab063e-9ef5-48f5-a288-333333333333,NULL,DEPOSIT,2017-12-20 18:36:48,4898889.18,2017-12-15 12:42:10,2017-12-23 22:05:11,SND-2211-1111,ACTIVE
f5c626f8-7a71-4843-a20e-50acdfd1808f,e8ab063e-9ef5-48f5-a288-444444444444,NULL,REFUND,2017-12-22 23:24:44,2789917.97,2017-12-06 10:20:36,2017-12-07 23:37:04,SND-2211-4444,ACTIVE
01dc35fc-dfa8-4277-96f6-c4410fc457f5,e8ab063e-9ef5-48f5-a288-222222222222,NULL,PAYMENT,2017-12-07 07:56:09,2034909.27,2017-12-20 22:59:14,2017-12-04 17:00:19,SND-2211-2222,ACTIVE
77fe0b5d-fcbb-4f88-976b-4a716e67614d,e8ab063e-9ef5-48f5-a288-333333333333,NULL,EXPENSE,2017-12-09 08:26:44,4542457.92,2017-12-28 03:51:08,2017-12-20 13:31:14,SND-2211-1111,ACTIVE
2f08bca5-6112-482f-ab2f-153f765356c7,e8ab063e-9ef5-48f5-a288-333333333333,NULL,REFUND,2017-12-18 23:14:42,2360269.23,2017-12-08 12:09:03,2017-12-05 03:08:22,SND-2211-5555,ACTIVE
fb6866c1-80c1-4c41-a8cf-2f53cf1787a6,e8ab063e-9ef5-48f5-a288-111111111111,NULL,DEPOSIT,2017-12-19 12:49:17,34660.16,2017-12-01 16:44:58,2017-12-09 12:27:15,SND-2211-2222,ACTIVE
77c71790-ec55-404b-b4bb-35d134c1dfd9,e8ab063e-9ef5-48f5-a288-111111111111,NULL,EXPENSE,2017-12-10 12:38:41,1513842,2017-12-04 13:36:29,2017-12-26 16:21:55,SND-2211-5555,ACTIVE
476b6464-067c-4018-b5ca-ef5a5d83cab6,e8ab063e-9ef5-48f5-a288-333333333333,NULL,REFUND,2017-12-18 10:07:02,2832023.18,2017-12-10 22:12:21,2017-12-13 01:40:42,SND-2211-3333,ACTIVE
3603bbcd-879e-4d29-9eb0-5d59e79b91f1,e8ab063e-9ef5-48f5-a288-111111111111,NULL,DEPOSIT,2017-12-15 22:31:55,2509236.5,2017-12-04 05:12:53,2017-12-11 06:39:06,SND-2211-3333,ACTIVE
f451e340-682a-4d1f-9da7-eac72fa72acd,e8ab063e-9ef5-48f5-a288-111111111111,NULL,PAYMENT,2017-12-16 12:57:30,2400891.79,2017-12-01 00:48:44,2017-12-07 21:10:45,SND-2211-1111,ACTIVE
208ba3ff-8462-4b0a-8c82-9e678aed894c,e8ab063e-9ef5-48f5-a288-444444444444,NULL,PAYMENT,2017-12-13 15:45:53,112475.97,2017-12-01 03:21:40,2017-12-12 02:33:44,SND-2211-4444,ACTIVE
d2cbe8c4-5e8c-4e7d-8126-a5620f14b4ba,e8ab063e-9ef5-48f5-a288-111111111111,NULL,PAYMENT,2017-12-02 06:37:39,1670852,2017-12-17 08:27:38,2017-12-07 14:37:10,SND-2211-4444,ACTIVE
2a0ce8ee-0454-4150-89c1-8627ba603f74,e8ab063e-9ef5-48f5-a288-222222222222,NULL,EXPENSE,2017-12-19 05:37:08,4550578,2017-12-27 23:21:35,2017-12-07 15:54:34,SND-2211-3333,ACTIVE
8430feec-b5bd-471b-b5b0-85f21fb30a43,e8ab063e-9ef5-48f5-a288-222222222222,NULL,EXPENSE,2017-12-25 14:21:54,1752098.25,2017-12-08 01:57:09,2017-12-03 20:26:28,SND-2211-6666,ACTIVE
39ae11b4-ce4c-4cfc-95f4-51006e25ad03,e8ab063e-9ef5-48f5-a288-444444444444,NULL,EXPENSE,2017-12-04 12:44:39,4541283,2017-12-28 02:52:15,2017-12-06 01:52:48,SND-2211-1111,ACTIVE
394aa63c-c765-445e-8913-957e93db9a6e,e8ab063e-9ef5-48f5-a288-111111111111,NULL,EXPENSE,2017-12-12 09:15:47,4546005,2017-12-06 02:35:47,2017-12-18 09:53:58,SND-2211-1111,ACTIVE
0f3a7fa5-b0a3-4a10-a343-238c8b39a0cc,e8ab063e-9ef5-48f5-a288-222222222222,NULL,PAYMENT,2017-12-24 00:26:47,138601.51,2017-12-27 20:18:11,2017-12-22 20:57:39,SND-2211-4444,ACTIVE
